timestamp,protocol,bitrate,statistic,bandwidth,jitter,packet_loss
2025-03-14T14:34:45.208010,TCP,10M,,450.6367315390641,,
2025-03-14T14:34:55.316282,TCP,10M,,345.7801505684889,,
2025-03-14T14:35:05.539426,TCP,10M,,437.8135799542454,,
2025-03-14T14:35:15.635261,TCP,10M,,438.0122246883114,,
2025-03-14T14:35:25.739931,TCP,10M,,358.1405926063535,,
2025-03-14T14:35:35.822482,TCP,10M,,434.2413209761107,,
2025-03-14T14:35:45.924226,TCP,10M,,428.5103315709755,,
2025-03-14T14:35:56.016379,TCP,10M,,376.68969624133524,,
2025-03-14T14:36:06.123298,TCP,10M,,409.9243896949703,,
,,,,,,
Summary,TCP,10M,min,345.7801505684889,,
Summary,TCP,10M,max,450.6367315390641,,
Summary,TCP,10M,avg,408.8610019822061,,
Summary,TCP,10M,std,38.81267726344374,,
