timestamp,protocol,bitrate,statistic,bandwidth,jitter,packet_loss
2025-03-14T16:20:44.154129,UDP,900M,,728.9779890389173,0.007359321586143427,0.0483054941143569
2025-03-14T16:20:54.218938,UDP,900M,,746.8532357108644,0.052973123070544775,0
2025-03-14T16:21:04.273821,UDP,900M,,758.728910088809,0.15251885095314044,0
2025-03-14T16:21:14.320821,UDP,900M,,774.75242486125,0.06380703344125645,0
2025-03-14T16:21:24.391271,UDP,900M,,746.052136234464,0.01615034336492317,0.005123730324099233
2025-03-14T16:21:34.446303,UDP,900M,,772.5183347580895,0.023789820363068048,0
2025-03-14T16:21:44.499325,UDP,900M,,771.8298127564336,0.030993233003516127,0
2025-03-14T16:21:54.569563,UDP,900M,,784.034706776595,0.06781338043310293,0
,,,,,,
Summary,UDP,900M,min,728.9779890389173,,
Summary,UDP,900M,max,784.034706776595,,
Summary,UDP,900M,avg,760.4684437781779,0.05192563827696192,0.006678653054807017
Summary,UDP,900M,std,18.599385458484555,,
