timestamp,protocol,bitrate,statistic,bandwidth,jitter,packet_loss
2025-03-14T14:06:18.334335,TCP,10M,,441.077039415238,,
2025-03-14T14:06:28.434511,TCP,10M,,449.9632811802476,,
2025-03-14T14:06:38.517149,TCP,10M,,455.7299909507076,,
2025-03-14T14:06:48.610514,TCP,10M,,449.1311358856521,,
2025-03-14T14:06:58.709156,TCP,10M,,443.05427184202955,,
2025-03-14T14:07:08.811534,TCP,10M,,442.64801162800353,,
2025-03-14T14:07:18.910002,TCP,10M,,431.6248881816321,,
2025-03-14T14:07:29.005341,TCP,10M,,436.5817728701534,,
2025-03-14T14:07:39.093320,TCP,10M,,425.54014584965955,,
2025-03-14T14:07:49.196472,TCP,10M,,446.4441504926814,,
,,,,,,
Summary,TCP,10M,min,425.54014584965955,,
Summary,TCP,10M,max,455.7299909507076,,
Summary,TCP,10M,avg,442.17946882960047,,
Summary,TCP,10M,std,9.021690986038545,,
